Type,MidSize,Count,SampleWeight,CubeRoot,TuberWeight
A,47.5,1,0.08,4.31,80.00
A,47.5,1,0.08,4.31,80.00
A,47.5,8,0.8,4.64,100.00
A,47.5,6,0.58,4.59,96.67
A,47.5,44,3.82,4.43,86.82
A,47.5,23,1.96,4.4,85.22
A,47.5,36,2.76,4.25,76.67
A,47.5,4,0.36,4.48,90.00
A,47.5,3,0.27,4.48,90.00
A,47.5,5,0.4,4.31,80.00
A,47.5,3,0.2,4.05,66.67
A,47.5,8,0.57,4.15,71.25
A,47.5,7,0.53,4.23,75.71
A,47.5,4,0.33,4.35,82.50
A,47.5,3,0.21,4.12,70.00
A,47.5,2,0.13,4.02,65.00
A,47.5,3,0.24,4.31,80.00
A,47.5,1,0.8,9.28,800.00
A,47.5,8,0.78,4.6,97.50
A,47.5,29,2.7,4.53,93.10
A,47.5,13,1.21,4.53,93.08
A,47.5,20,1.95,4.6,97.50
A,47.5,2,0.14,4.12,70.00
A,47.5,31,3.03,4.61,97.74
A,47.5,7,0.67,4.57,95.71
A,47.5,10,0.9,4.48,90.00
A,47.5,6,0.6,4.64,100.00
A,47.5,20,1.74,4.43,87.00
A,47.5,10,0.9,4.48,90.00
A,47.5,12,1.1,4.51,91.67
A,47.5,3,0.22,4.19,73.33
A,47.5,10,0.9,4.48,90.00
A,47.5,7,0.6,4.41,85.71
A,47.5,7,0.72,4.69,102.86
A,47.5,4,0.34,4.4,85.00
A,47.5,5,0.44,4.45,88.00
A,47.5,2,0.18,4.48,90.00
A,47.5,19,1.66,4.44,87.37
A,47.5,1,0.08,4.31,80.00
Hanger BlackDyke,47.5,1,0.0766,4.246941276,76.60
Hanger BlackDyke,47.5,1,0.1186,4.913167409,118.60
Hanger BlackDyke,47.5,1,0.1047,4.713196645,104.70
TurnPike,47.5,1,0.092,4.514357429,92.00
TurnPike,47.5,1,0.0973,4.599432815,97.30
A,43.5,3,0.2,4.05,66.67
A,43.5,20,1.58,4.29,79.00
A,42.5,8,0.665,4.36,83.13
A,42.5,10,0.87,4.43,87.00
A,42.5,8,0.63,4.29,78.75
A,42.5,10,0.86,4.41,86.00
A,42.5,6,0.49,4.34,81.67
A,42.5,16,1.35,4.39,84.38
A,42.5,1,0.075,4.22,75.00
A,42.5,8,0.615,4.25,76.88
A,42.5,4,0.355,4.46,88.75
A,42.5,17,1.42,4.37,83.53
A,42.5,14,1.03,4.19,73.57
A,42.5,9,0.72,4.31,80.00
A,42.5,16,1.4,4.44,87.50
A,42.5,9,0.695,4.26,77.22
A,42.5,11,0.95,4.42,86.36
A,42.5,13,1.06,4.34,81.54
A,42.5,4,0.355,4.46,88.75
A,42.5,30,2.205,4.19,73.50
A,42.5,27,1.885,4.12,69.81
A,42.5,16,1.25,4.27,78.13
A,42.5,32,2.665,4.37,83.28
A,42.5,10,0.715,4.15,71.50
A,42.5,22,1.695,4.26,77.05
A,42.5,27,2.07,4.25,76.67
A,42.5,46,3.065,4.05,66.63
A,42.5,23,1.785,4.27,77.61
A,42.5,20,1.565,4.28,78.25
A,42.5,35,2.675,4.24,76.43
A,42.5,27,2.14,4.3,79.26
A,42.5,26,2.33,4.48,89.62
A,42.5,18,1.325,4.19,73.61
A,42.5,19,1.495,4.29,78.68
A,42.5,13,0.845,4.02,65.00
A,42.5,19,1.165,3.94,61.32
A,42.5,16,1.155,4.16,72.19
A,42.5,8,0.6,4.22,75.00
A,42.5,11,0.79,4.16,71.82
A,42.5,20,1.34,4.06,67.00
A,42.5,19,1.275,4.06,67.11
A,42.5,25,1.71,4.09,68.40
A,42.5,13,0.985,4.23,75.77
A,42.5,14,0.93,4.05,66.43
A,42.5,13,0.86,4.04,66.15
A,42.5,2,0.14,4.12,70.00
A,42.5,22,1.5,4.09,68.18
A,42.5,19,1.21,3.99,63.68
A,42.5,11,0.65,3.89,59.09
A,42.5,5,0.31,3.96,62.00
A,42.5,1,0.05,3.68,50.00
A,42.5,33,2.15,4.02,65.15
A,42.5,31,1.84,3.9,59.35
A,42.5,5,0.31,3.96,62.00
A,42.5,13,0.81,3.96,62.31
A,42.5,15,1.06,4.13,70.67
A,42.5,16,1.05,4.03,65.63
A,42.5,3,0.17,3.84,56.67
A,42.5,6,2.9,7.85,483.33
A,42.5,7,2.41,7.01,344.29
A,42.5,3,0.16,3.76,53.33
A,42.5,4,0.23,3.86,57.50
A,42.5,1,0.04,3.42,40.00
A,42.5,12,0.73,3.93,60.83
A,42.5,9,0.57,3.99,63.33
A,42.5,18,1.18,4.03,65.56
A,42.5,2,0.16,4.31,80.00
A,42.5,17,1.18,4.11,69.41
A,42.5,4,0.44,4.79,110.00
A,42.5,26,1.66,4,63.85
A,42.5,15,0.93,3.96,62.00
A,42.5,25,1.4,3.83,56.00
A,42.5,28,1.53,3.79,54.64
A,42.5,53,3.64,4.1,68.68
A,42.5,51,3.46,4.08,67.84
A,42.5,52,3.19,3.94,61.35
A,42.5,57,3.37,3.9,59.12
A,42.5,72,4.21,3.88,58.47
A,42.5,64,3.92,3.94,61.25
A,42.5,38,2.06,3.78,54.21
A,42.5,10,0.58,3.87,58.00
A,42.5,18,1.06,3.89,58.89
A,42.5,17,1.02,3.91,60.00
A,42.5,22,1.22,3.81,55.45
A,42.5,2,0.12,3.91,60.00
A,42.5,1,0.06,3.91,60.00
A,42.5,33,1.7,3.72,51.52
A,42.5,21,1.23,3.88,58.57
A,42.5,22,1.38,3.97,62.73
A,42.5,22,1.34,3.93,60.91
A,42.5,35,2.03,3.87,58.00
A,42.5,30,2.08,4.11,69.33
A,42.5,12,0.68,3.84,56.67
A,42.5,16,0.93,3.87,58.13
A,42.5,10,0.59,3.89,59.00
A,42.5,1,0.04,3.42,40.00
A,42.5,8,0.54,4.07,67.50
A,42.5,5,0.24,3.63,48.00
A,42.5,105,5.33,3.7,50.76
A,42.5,97,6.05,3.97,62.37
A,42.5,57,4.08,4.15,71.58
A,42.5,64,4.47,4.12,69.84
A,42.5,12,0.7,3.88,58.33
A,42.5,3,0.16,3.76,53.33
A,42.5,6,0.32,3.76,53.33
A,42.5,2,0.17,4.4,85.00
A,42.5,124,7.8,3.98,62.90
A,42.5,82,5.77,4.13,70.37
A,42.5,19,1.34,4.13,70.53
A,42.5,154,0.86,1.77,5.58
A,42.5,35,2.12,3.93,60.57
A,42.5,35,2.28,4.02,65.14
A,42.5,57,3.94,4.1,69.12
A,42.5,17,1.12,4.04,65.88
A,42.5,63,4.12,4.03,65.40
A,42.5,44,2.74,3.96,62.27
A,42.5,13,0.86,4.04,66.15
A,42.5,16,1,3.97,62.50
A,42.5,40,2.66,4.05,66.50
A,42.5,20,1.34,4.06,67.00
A,42.5,34,2.28,4.06,67.06
A,42.5,6,0.42,4.12,70.00
Chanters Hole,42.5,1,0.1091,4.778316539,109.10
Chanters Hole,42.5,1,0.0688,4.097599223,68.80
Chanters Hole,42.5,1,0.097,4.594700885,97.00
Chanters Hole,42.5,1,0.0646,4.012461134,64.60
Chanters Hole,42.5,1,0.0822,4.34801071,82.20
Chanters Hole,42.5,1,0.0733,4.185056488,73.30
Chanters Hole,42.5,1,0.0735,4.188859358,73.50
Chanters Hole,42.5,1,0.0641,4.002082244,64.10
Chanters Hole,42.5,1,0.0671,4.063567761,67.10
Chanters Hole,42.5,1,0.057,3.848501126,57.00
Chanters Hole,42.5,1,0.058,3.870876635,58.00
Chanters Hole,42.5,1,0.0574,3.857482492,57.40
Chanters Hole,42.5,1,0.0568,3.84399468,56.80
Chanters Hole,42.5,1,0.0976,4.604155029,97.60
Chanters Hole,42.5,1,0.0681,4.083654928,68.10
Hanger Blackdyke,42.5,1,0.06,3.914867636,60.00
Hanger Blackdyke,42.5,1,0.0587,3.886386896,58.70
Hanger Blackdyke,42.5,1,0.0691,4.1035464,69.10
Hanger Blackdyke,42.5,1,0.0726,4.171691709,72.60
Hanger Blackdyke,42.5,1,0.0627,3.972731187,62.70
Hanger Blackdyke,42.5,1,0.0425,3.489766019,42.50
Hanger Blackdyke,42.5,1,0.0701,4.123246877,70.10
Hanger Blackdyke,42.5,1,0.0685,4.091634733,68.50
Hanger Blackdyke,42.5,1,0.0619,3.95576256,61.90
Hanger Blackdyke,42.5,1,0.0563,3.832682094,56.30
Hanger Blackdyke,42.5,1,0.0537,3.772750581,53.70
Hanger Blackdyke,42.5,1,0.07,4.121285294,70.00
Hanger BlackDyke,42.5,1,0.0529,3.753921818,52.90
Hanger BlackDyke,42.5,1,0.0654,4.028956535,65.40
Hanger BlackDyke,42.5,1,0.064,3.999999994,64.00
Hanger BlackDyke,42.5,1,0.0762,4.239535958,76.20
Hanger BlackDyke,42.5,1,0.0719,4.158240744,71.90
Hanger BlackDyke,42.5,1,0.0865,4.422542704,86.50
Hanger BlackDyke,42.5,1,0.0705,4.131074607,70.50
Hanger BlackDyke,42.5,1,0.0564,3.834949954,56.40
Hanger BlackDyke,42.5,1,0.0598,3.910512941,59.80
Hanger BlackDyke,42.5,1,0.0688,4.097599223,68.80
Hanger BlackDyke,42.5,1,0.061,3.936497178,61.00
Hanger BlackDyke,42.5,1,0.0702,4.125206595,70.20
Hanger BlackDyke,42.5,1,0.0542,3.78442377,54.20
Hanger BlackDyke,42.5,1,0.0592,3.897390315,59.20
Hanger BlackDyke,42.5,1,0.0445,3.543670526,44.50
Hanger BlackDyke,42.5,1,0.0612,3.940794667,61.20
Hanger BlackDyke,42.5,1,0.0686,4.093624828,68.60
Hanger BlackDyke,42.5,1,0.0591,3.895194602,59.10
Hanger BlackDyke,42.5,1,0.0571,3.850750397,57.10
Hanger BlackDyke,42.5,1,0.0814,4.333859233,81.40
Hanger BlackDyke,42.5,1,0.0622,3.962142834,62.20
Hanger BlackDyke,42.5,1,0.0803,4.314248742,80.30
Hanger BlackDyke,42.5,1,0.0793,4.296265004,79.30
Hanger BlackDyke,42.5,1,0.0581,3.8731,58.10
Hanger BlackDyke,42.5,1,0.0631,3.981161411,63.10
Hanger BlackDyke,42.5,1,0.0746,4.209652773,74.60
Hanger BlackDyke,42.5,1,0.0672,4.065585422,67.20
Hanger BlackDyke,42.5,1,0.0647,4.01453048,64.70
Hanger BlackDyke,42.5,1,0.0628,3.974842096,62.80
Hanger BlackDyke,42.5,1,0.0862,4.417424016,86.20
Hanger BlackDyke,42.5,1,0.0616,3.949361639,61.60
Hanger BlackDyke,42.5,1,0.0647,4.01453048,64.70
Hanger BlackDyke,42.5,1,0.0585,3.881968033,58.50
Hanger BlackDyke,42.5,1,0.0551,3.80525588,55.10
Hanger BlackDyke,42.5,1,0.0699,4.119321842,69.90
Hanger BlackDyke,42.5,1,0.0632,3.983263397,63.20
Hanger BlackDyke,42.5,1,0.0723,4.165937644,72.30
Hanger BlackDyke,42.5,1,0.0765,4.245092368,76.50
Hanger BlackDyke,42.5,1,0.0706,4.133026911,70.60
Hanger BlackDyke,42.5,1,0.0643,4.006240254,64.30
Hanger BlackDyke,42.5,1,0.0735,4.188859358,73.50
Hanger BlackDyke,42.5,1,0.0635,3.989556083,63.50
Hanger BlackDyke,42.5,1,0.0507,3.701144029,50.70
Hanger BlackDyke,42.5,1,0.0721,4.162092753,72.10
Hanger BlackDyke,42.5,1,0.0759,4.233964945,75.90
Hanger BlackDyke,42.5,1,0.0627,3.972731187,62.70
Hanger BlackDyke,42.5,1,0.083,4.362070665,83.00
Hanger Blackdyke,42.5,1,0.061,3.936497178,61.00
Hanger Blackdyke,42.5,1,0.0611,3.938647095,61.10
HS2,42.5,1,0.0514,3.718099768,51.40
HS2,42.5,1,0.0595,3.903962656,59.50
HS2,42.5,1,0.0567,3.84173749,56.70
HS2,42.5,1,0.0631,3.981161411,63.10
TurnPike,42.5,1,0.0603,3.921381571,60.30
TurnPike,42.5,1,0.0614,3.945082804,61.40
TurnPike,42.5,1,0.0615,3.947223381,61.50
TurnPike,42.5,1,0.0626,3.970618031,62.60
TurnPike,42.5,1,0.063,3.979057202,63.00
TurnPike,42.5,1,0.0633,3.985363167,63.30
TurnPike,42.5,1,0.064,3.999999994,64.00
TurnPike,42.5,1,0.0658,4.037153824,65.80
TurnPike,42.5,1,0.0673,4.067601081,67.30
TurnPike,42.5,1,0.0675,4.071626419,67.50
TurnPike,42.5,1,0.0693,4.107501628,69.30
TurnPike,42.5,1,0.0703,4.127164454,70.30
TurnPike,42.5,1,0.0709,4.138872784,70.90
TurnPike,42.5,1,0.0717,4.154381586,71.70
TurnPike,42.5,1,0.0728,4.175518951,72.80
TurnPike,42.5,1,0.0743,4.204002226,74.30
TurnPike,42.5,1,0.0756,4.228379233,75.60
TurnPike,42.5,1,0.0779,4.270831972,77.90
TurnPike,42.5,1,0.0781,4.274483818,78.10
TurnPike,42.5,1,0.0781,4.274483818,78.10
TurnPike,42.5,1,0.0794,4.298070157,79.40
TurnPike,42.5,1,0.0846,4.389921831,84.60
TurnPike,42.5,1,0.0875,4.439520002,87.50
TurnPike,42.5,1,0.089,4.464745089,89.00
TurnPike,42.5,1,0.0898,4.478082719,89.80
A,38.5,97,5,3.72,51.55
A,38.5,107,5.4,3.7,50.47
A,37.5,31,1.795,3.87,57.90
A,37.5,29,1.53,3.75,52.76
A,37.5,26,1.375,3.75,52.88
A,37.5,24,1.32,3.8,55.00
A,37.5,23,1.17,3.71,50.87
A,37.5,38,2.025,3.76,53.29
A,37.5,16,0.875,3.8,54.69
A,37.5,33,1.685,3.71,51.06
A,37.5,29,1.62,3.82,55.86
A,37.5,18,0.89,3.67,49.44
A,37.5,26,1.36,3.74,52.31
A,37.5,16,0.75,3.61,46.88
A,37.5,31,1.635,3.75,52.74
A,37.5,24,1.325,3.81,55.21
A,37.5,27,1.53,3.84,56.67
A,37.5,27,1.425,3.75,52.78
A,37.5,13,0.8,3.95,61.54
A,37.5,62,3.235,3.74,52.18
A,37.5,53,2.515,3.62,47.45
A,37.5,60,3.055,3.71,50.92
A,37.5,55,2.945,3.77,53.55
A,37.5,54,2.83,3.74,52.41
A,37.5,72,3.5,3.65,48.61
A,37.5,86,4.335,3.69,50.41
A,37.5,88,4.16,3.62,47.27
A,37.5,72,3.48,3.64,48.33
A,37.5,41,2.15,3.74,52.44
A,37.5,73,3.69,3.7,50.55
A,37.5,67,3.255,3.65,48.58
A,37.5,67,3.595,3.77,53.66
A,37.5,61,2.905,3.62,47.62
A,37.5,50,2.395,3.63,47.90
A,37.5,30,1.35,3.56,45.00
A,37.5,36,1.66,3.59,46.11
A,37.5,24,1.155,3.64,48.13
A,37.5,29,1.33,3.58,45.86
A,37.5,21,0.965,3.58,45.95
A,37.5,49,2.235,3.57,45.61
A,37.5,47,2.07,3.53,44.04
A,37.5,66,2.945,3.55,44.62
A,37.5,59,2.8,3.62,47.46
A,37.5,56,2.49,3.54,44.46
A,37.5,83,3.9,3.61,46.99
A,37.5,49,2.66,3.79,54.29
A,37.5,56,2.74,3.66,48.93
A,37.5,89,3.8,3.5,42.70
A,37.5,61,2.63,3.51,43.11
A,37.5,31,1.31,3.48,42.26
A,37.5,32,1.34,3.47,41.88
A,37.5,37,1.98,3.77,53.51
A,37.5,24,1.32,3.8,55.00
A,37.5,43,2.04,3.62,47.44
A,37.5,56,2.84,3.7,50.71
A,37.5,46,2.32,3.69,50.43
A,37.5,433,2.58,1.81,5.96
A,37.5,71,3.72,3.74,52.39
A,37.5,61,2.92,3.63,47.87
A,37.5,64,3.54,3.81,55.31
A,37.5,45,1.86,3.46,41.33
A,37.5,81,3.6,3.54,44.44
A,37.5,30,1.27,3.49,42.33
A,37.5,62,3.1,3.68,50.00
A,37.5,81,3.26,3.43,40.25
A,37.5,31,1.47,3.62,47.42
A,37.5,48,2.4,3.68,50.00
A,37.5,15,0.7,3.6,46.67
A,37.5,38,1.73,3.57,45.53
A,37.5,44,2.52,3.85,57.27
A,37.5,16,0.7,3.52,43.75
A,37.5,57,2.62,3.58,45.96
A,37.5,43,1.81,3.48,42.09
A,37.5,30,1.26,3.48,42.00
A,37.5,29,1.23,3.49,42.41
A,37.5,75,3.34,3.54,44.53
A,37.5,70,3.42,3.66,48.86
A,37.5,86,4.24,3.67,49.30
A,37.5,99,4.48,3.56,45.25
A,37.5,3,0.18,3.91,60.00
A,37.5,3,0.16,3.76,53.33
A,37.5,90,4.56,3.7,50.67
A,37.5,69,3,3.52,43.48
A,37.5,51,2.6,3.71,50.98
A,37.5,34,1.4,3.45,41.18
A,37.5,35,1.6,3.58,45.71
A,37.5,23,0.95,3.46,41.30
A,37.5,20,0.82,3.45,41.00
A,37.5,36,1.55,3.5,43.06
A,37.5,46,2.02,3.53,43.91
A,37.5,44,1.95,3.54,44.32
A,37.5,58,2.51,3.51,43.28
A,37.5,59,2.74,3.59,46.44
A,37.5,58,2.43,3.47,41.90
A,37.5,50,2.33,3.6,46.60
A,37.5,54,2.88,3.76,53.33
A,37.5,63,3.05,3.64,48.41
A,37.5,43,1.98,3.58,46.05
A,37.5,39,1.74,3.55,44.62
A,37.5,43,1.92,3.55,44.65
A,37.5,28,1.31,3.6,46.79
A,37.5,49,2.31,3.61,47.14
A,37.5,55,2.26,3.45,41.09
A,37.5,22,1.02,3.59,46.36
A,37.5,75,3.47,3.59,46.27
A,37.5,65,3,3.59,46.15
A,37.5,47,2.16,3.58,45.96
A,37.5,39,1.99,3.71,51.03
A,37.5,52,2.54,3.66,48.85
A,37.5,116,4.96,3.5,42.76
A,37.5,96,4.66,3.65,48.54
A,37.5,21,0.94,3.55,44.76
A,37.5,33,1.5,3.57,45.45
A,37.5,75,3.26,3.52,43.47
A,37.5,88,3.64,3.46,41.36
A,37.5,85,3.44,3.43,40.47
A,37.5,36,1.66,3.59,46.11
A,37.5,27,1.14,3.48,42.22
A,37.5,61,2.62,3.5,42.95
A,37.5,67,2.62,3.39,39.10
A,37.5,71,2.54,3.3,35.77
A,37.5,29,2.74,4.55,94.48
A,37.5,38,1.9,3.68,50.00
A,37.5,40,1.78,3.54,44.50
A,37.5,26,1.18,3.57,45.38
A,37.5,67,3.04,3.57,45.37
A,37.5,49,2.36,3.64,48.16
A,37.5,54,2.5,3.59,46.30
A,37.5,56,2.56,3.58,45.71
A,37.5,34,1.6,3.61,47.06
A,37.5,67,3.26,3.65,48.66
A,37.5,55,2.46,3.55,44.73
A,37.5,53,2.54,3.63,47.92
A,37.5,74,2.92,3.4,39.46
A,37.5,59,2.8,3.62,47.46
A,37.5,49,2.03,3.46,41.43
A,37.5,81,3.47,3.5,42.84
A,37.5,30,1.31,3.52,43.67
A,37.5,67,3.51,3.74,52.39
A,37.5,64,2.95,3.59,46.09
A,37.5,52,2.66,3.71,51.15
A,37.5,54,2.69,3.68,49.81
A,37.5,43,2.02,3.61,46.98
A,37.5,16,0.74,3.59,46.25
A,37.5,37,1.8,3.65,48.65
A,37.5,17,1.54,4.49,90.59
A,37.5,77,3.73,3.65,48.44
A,37.5,35,1.7,3.65,48.57
A,37.5,18,0.89,3.67,49.44
A,37.5,18,0.89,3.67,49.44
A,37.5,103,4.16,3.43,40.39
A,37.5,48,1.82,3.36,37.92
A,37.5,67,3.04,3.57,45.37
A,37.5,44,1.88,3.5,42.73
A,37.5,28,1.08,3.38,38.57
A,37.5,53,1.98,3.34,37.36
A,37.5,102,4.64,3.57,45.49
A,37.5,93,4.58,3.67,49.25
A,37.5,85,4.4,3.73,51.76
A,37.5,66,3.48,3.75,52.73
A,37.5,16,0.66,3.46,41.25
A,37.5,21,0.8,3.36,38.10
A,37.5,12,0.44,3.32,36.67
A,37.5,4,0.14,3.27,35.00
A,37.5,17,0.82,3.64,48.24
A,37.5,2,0.1,3.68,50.00
A,37.5,3,0.2,4.05,66.67
A,37.5,6,0.22,3.32,36.67
A,37.5,2,0.08,3.42,40.00
A,37.5,83,3.2,3.38,38.55
A,37.5,66,2.7,3.45,40.91
A,37.5,73,3.06,3.47,41.92
A,37.5,66,2.88,3.52,43.64
A,37.5,72,3.03,3.48,42.08
A,37.5,68,2.88,3.49,42.35
A,37.5,47,1.96,3.47,41.70
A,37.5,55,2.18,3.41,39.64
A,37.5,56,2.42,3.51,43.21
A,37.5,16,0.68,3.49,42.50
A,37.5,13,0.64,3.67,49.23
A,37.5,50,1.94,3.39,38.80
A,37.5,41,1.78,3.51,43.41
A,37.5,27,1.1,3.44,40.74
A,37.5,130,6.86,3.75,52.77
A,37.5,90,4.17,3.59,46.33
A,37.5,4,0.2,3.68,50.00
A,37.5,4,0.18,3.56,45.00
A,37.5,128,5.8,3.57,45.31
A,37.5,127,5.69,3.55,44.80
A,37.5,40,1.56,3.39,39.00
A,37.5,43,1.64,3.37,38.14
A,37.5,26,1,3.38,38.46
A,37.5,15,0.78,3.73,52.00
A,37.5,8,0.47,3.89,58.75
A,37.5,18,0.74,3.45,41.11
A,37.5,257,11.59,3.56,45.10
A,37.5,180,9.03,3.69,50.17
A,37.5,82,3.78,3.59,46.10
A,37.5,90,4.1,3.57,45.56
A,37.5,113,4.82,3.49,42.65
A,37.5,132,5.64,3.5,42.73
A,37.5,171,7.7,3.56,45.03
A,37.5,91,4.12,3.56,45.27
A,37.5,141,5.9,3.47,41.84
A,37.5,146,6.18,3.49,42.33
A,37.5,29,2.74,4.55,94.48
A,37.5,38,1.9,3.68,50.00
A,37.5,52,2.54,3.66,48.85
A,37.5,78,3.48,3.55,44.62
A,37.5,71,3.48,3.66,49.01
A,37.5,48,2.34,3.65,48.75
A,37.5,8,0.4,3.68,50.00
A,37.5,12,0.58,3.64,48.33
